id,country,city,point_entry
4191095,FR,Nea Makri,Entry_41
4226677,GB,"Appleby, Cumbria",Entry_41
4228940,IT,Melegnano,Entry_41
4228973,IT,Melegnano,Entry_41
4229006,IT,Melegnano,Entry_41
4259416,FR,Nemours,Entry_41
4265728,IL,CALIMERA,Entry_4
4275903,HU,zoltan,Entry_17
4278721,FR,NH,Entry_17
4280721,MT,27,Entry_17
4288790,IT,Riccardo,Entry_17
4292849,DE,Vexin sur Epte,Entry_17
4311238,FR,Nea Makri,Entry_41
4312390,FR,Saint herblain,Entry_17
4316175,BG,TL,Entry_41
4339907,CH,Peristeri,Entry_17
4347341,FR,Asmaa,Entry_4
4366860,BE,CHATELINEAU,Entry_41
4367587,IT,Melegnano,Entry_41
4376986,MC,"The Netherlands , Provincie Noord Holland, stad Haarlemmermeer",Entry_41
4385834,GB,10,Entry_41
4385882,CH,Wettingen,Entry_41
4410624,BG,MT,Entry_17
4413099,AL,Dhramos,Entry_41
4414212,GB,Northop Hall,Entry_4
4415042,AT,LDN,Entry_17
4428521,BG,Soufli,Entry_17
4428736,BG,Soufli,Entry_17
4430187,MK,BIH,Entry_17
4434753,CZ,Hostomice,Entry_17
4435190,CZ,Hostomice,Entry_17
4441538,AT,LDN,Entry_17
4441656,AL,Athenns,Entry_17
4449698,DE,Elefsina Athen,Entry_17
4450164,FR,IDF,Entry_17
4452427,FR,Nea Makri,Entry_3
4455734,GB,Evdilos,Entry_17
4456861,BG,MT,Entry_17
4459504,CZ,Podhorany,Entry_17
4464832,US,LOUTRA EDIPSOS,Entry_4
4471227,IN,KELAIDITIS,Entry_4
4471370,US,LOUTRA EDIPSOS,Entry_17
4472001,US,LOUTRA EDIPSOS,Entry_17
4484871,AL,MANDRA ATTICA,Entry_41
4505178,GB,Darlington,Entry_41
4505707,GB,Darlington,Entry_41
4505869,GB,Darlington,Entry_41
4506005,GB,Darlington,Entry_41
4506069,GB,Darlington,Entry_41
4507134,AL,Koridalo,Entry_17
4507325,FR,Nea Makri,Entry_41
4507721,FR,Nea Makri,Entry_41
4507933,FR,Nea Makri,Entry_41
4508560,FR,Nea Makri,Entry_41
4508798,FR,Nea Makri,Entry_41
4510212,FR,Nea Makri,Entry_41
4510264,FR,Nea Makri,Entry_41
4510638,FR,Nea Makri,Entry_41
4510792,FR,Nea Makri,Entry_41
4512560,FR,CHAPONNAY,Entry_10
4512802,FR,CHAPONNAY,Entry_10
4513162,FR,Nea Makri,Entry_41
4513213,FR,Nea Makri,Entry_41
4513269,FR,Nea Makri,Entry_41
4513480,FR,Nea Makri,Entry_41
4513535,FR,Nea Makri,Entry_41
4513578,FR,Nea Makri,Entry_41
4513936,GB,Darlington,Entry_41
4514002,GB,Darlington,Entry_41
4516484,DZ,BB,Entry_17
4521439,IL,Bachan,Entry_18
4528418,RS,Stojana andrica,Entry_17
4528979,FR,Nea Makri,Entry_41
4529998,RS,Stojana andrica,Entry_17
4530181,FR,Nea Makri,Entry_41
4532931,CY,Vrysoulles / Famagusta,Entry_17
4534188,CH,Peristeri,Entry_4
4534222,PL,WOR,Entry_17
4534539,US,LOUTRA EDIPSOS,Entry_33
4536015,IT,NSW,Entry_17
4543200,IT,NSW,Entry_4
4563603,FR,CHAPONNAY,Entry_17
4564823,CZ,Podhorany,Entry_17
4565289,IL,CALIMERA,Entry_17
4566000,IL,CALIMERA,Entry_17
4574232,CH,Peristeri,Entry_33
4577357,IS,VARKIZA,Entry_4
4580524,RO,DOMNESTI,Entry_17
4586817,GB,Evdilos,Entry_17
4591545,CH,Peristeri,Entry_17
4591796,BG,MT,Entry_1
4591999,BG,MT,Entry_1
4595904,US,LOUTRA EDIPSOS,Entry_17
4597616,GB,Ruislip,Entry_33
4598678,IS,050,Entry_17
4600918,GB,Evdilos,Entry_17
4601443,IT,TA,Entry_17
4601532,DE,"TIRNAVOS, LARISA",Entry_17
4608016,NL,TB,Entry_17
4608072,GR,GR,Entry_4
4608330,IT,GLA,Entry_17
4609719,BG,MT,Entry_33
4611439,IL,CALIMERA,Entry_4
4616961,AT,KP,Entry_17
4618994,BG,MT,Entry_17
4620349,CZ,Hostomice,Entry_17
4623598,NL,TB,Entry_17
4626136,GB,Ebbw Vale,Entry_4
4630483,NL,PERAMA,Entry_4
4630735,NL,PERAMA,Entry_4
4631106,NL,PERAMA,Entry_4
4632966,IS,050,Entry_18
4633811,GB,stalis,Entry_17
4634766,CZ,Hostomice,Entry_17
4636723,HU,BB,Entry_17
4636968,CH,Peristeri,Entry_4
4637186,CH,Peristeri,Entry_4
4647022,DE,DFD,Entry_4
4650284,GB,Elsenham,Entry_17
4655328,DE,Babenhausen,Entry_17
4655361,IS,050,Entry_17
4656651,GB,Darlington,Entry_41
4656716,FR,Weyer,Entry_41
4656773,GB,Darlington,Entry_41
4656827,GB,Darlington,Entry_41
4656979,GB,Darlington,Entry_41
4657027,GB,Darlington,Entry_41
4657085,GB,Darlington,Entry_41
4657147,GB,Darlington,Entry_41
4657209,GB,Darlington,Entry_41
4657336,GB,Darlington,Entry_41
4657989,NL,NAOUSSA,Entry_4
4658232,NL,NAOUSSA,Entry_4
4660082,DE,"TIRNAVOS, LARISA",Entry_17
4661790,FR,Quimper,Entry_17
4661791,FR,Quimper,Entry_17
4661968,CH,Peristeri,Entry_17
4662224,CH,Peristeri,Entry_17
4662817,FR,Allauch,Entry_17
4664964,AL,SANTORINI,Entry_17
4665748,DE,PALEO FALIRO,Entry_17
4669302,IT,TA,Entry_4
4669507,FR,IDF,Entry_17
4670212,RO,Pallini,Entry_4
4671776,PL,LARISOS,Entry_17
4671896,DE,Ligeri,Entry_33
4672969,FR,Nea Makri,Entry_41
4675160,CH,Peristeri,Entry_33
4678674,TR,65,Entry_17
4678966,BG,MT,Entry_4
4679346,BG,MT,Entry_4
4680064,BG,MT,Entry_4
4682305,CZ,Moravska Trebova,Entry_17
4684003,GB,Ebbw Vale,Entry_17
4684015,BG,MT,Entry_4
4689773,DE,Walldorf,Entry_34
4692241,IL,CALIMERA,Entry_4
4692385,GR,BAILESTI,Entry_4
4695592,AL,Diavata/ Thessaloniki,Entry_17
4695770,DE,SOLOMOS KORINTHIAS,Entry_17
4697858,RO,Pallini,Entry_34
4698975,BG,Soufli,Entry_37
4700748,PL,Oinofita,Entry_17
4702994,BG,IPIO SAPES,Entry_17
4703678,AT,KP,Entry_34
4704359,RO,Pallini,Entry_34
4704700,BG,MT,Entry_17
4704782,RO,Pallini,Entry_34
4705005,UA,VD,Entry_17
4705652,DE,"TIRNAVOS, LARISA",Entry_34
4706085,CZ,Hostomice,Entry_34
4706627,DE,"TIRNAVOS, LARISA",Entry_17
4707402,DE,Wietze,Entry_18
4707634,GR,BAILESTI,Entry_4
4709957,GB,Evdilos,Entry_17
4711344,DE,"TIRNAVOS, LARISA",Entry_4
4714597,GB,Evdilos,Entry_17
4715427,DE,"TIRNAVOS, LARISA",Entry_17
4715428,IT,PLAKIAS,Entry_17
4716545,AL,Keri zakynthos,Entry_17
4717212,IL,CALIMERA,Entry_17
4719535,GA,NW,Entry_17
4720418,NL,TB,Entry_17
4720438,CY,"PTOLAIMAIDA, KOZANI",Entry_18
4720722,BG,MT,Entry_4
4721642,GB,Ebbw Vale,Entry_34
4721702,AT,KP,Entry_34
4721725,IT,Ospitaletto,Entry_34
4721726,IT,Ospitaletto,Entry_34
4721739,CH,Ajten,Entry_34
4721777,GB,Ebbw Vale,Entry_34
4721795,BG,MT,Entry_34
4721861,BG,Thermi-Thessaloniki,Entry_34
4721904,BG,MT,Entry_34
4721966,BG,MT,Entry_34
4722023,BG,MT,Entry_34
4722530,IT,Ospitaletto,Entry_34
4722551,IT,Ospitaletto,Entry_34
4722580,BG,MT,Entry_34
4722587,IL,CALIMERA,Entry_17
4723874,DE,"TIRNAVOS, LARISA",Entry_17
4724010,BG,MT,Entry_4
4724304,DE,"TIRNAVOS, LARISA",Entry_17
4724854,FR,Allauch,Entry_17
4725004,IL,CALIMERA,Entry_4
4725129,FR,Allauch,Entry_17
4725641,IL,CALIMERA,Entry_4
4726224,CY,"PTOLAIMAIDA, KOZANI",Entry_13
4726415,NL,TB,Entry_34
4727064,AL,"Porto Germeno, Vilia",Entry_17
4727090,TN,13,Entry_17
4728355,IL,MAROUSI,Entry_17
4728987,IL,MAROUSI,Entry_17
4729183,PL,LARISOS,Entry_17
4729627,DE,"TIRNAVOS, LARISA",Entry_4
4731872,GB,Larissa,Entry_17
4732655,CZ,Podhorany,Entry_4
4732955,CZ,Podhorany,Entry_4
4733177,DE,Vexin sur Epte,Entry_17
4735735,BG,MT,Entry_39
4737360,IL,CALIMERA,Entry_17
4738117,MK,PLAGIARI,Entry_17
4742796,AL,Keri zakynthos,Entry_17
4744168,TN,13,Entry_4
4744210,GB,Evdilos,Entry_17
4745295,GB,Ebbw Vale,Entry_33
4745500,CH,Peristeri,Entry_17
4746367,FR,HOCHFELDEN,Entry_17
4748322,IL,CALIMERA,Entry_17
4748542,CI,Wahlheim,Entry_4
4748940,GR,BAILESTI,Entry_4
4754013,DE,"TIRNAVOS, LARISA",Entry_17
4755910,HU,zoltan,Entry_17
4756129,HU,zoltan,Entry_17
4757245,DE,"TIRNAVOS, LARISA",Entry_4
4757377,DE,"TIRNAVOS, LARISA",Entry_4
4758936,NL,Buggenum,Entry_17
4760068,CH,Muri,Entry_18
4760652,DE,PIREAUS,Entry_17
4761735,BG,Soufli,Entry_17
4762093,GB,Ebbw Vale,Entry_4
4762358,GB,Ebbw Vale,Entry_4
4763224,MK,PLAGIARI,Entry_17
4763456,FR,HOCHFELDEN,Entry_17
4765057,BG,MT,Entry_17
4765211,IS,050,Entry_17
4766371,FR,HOCHFELDEN,Entry_17
4767098,CH,Peristeri,Entry_17
4767164,NL,Corinth,Entry_17
4767177,SN,ATHENS KALLITHEA,Entry_17
4767187,NL,Corinth,Entry_17
4767199,BG,Boris,Entry_17
4767228,SN,ATHENS KALLITHEA,Entry_17
4767869,IL,CALIMERA,Entry_17
4768857,IL,CALIMERA,Entry_17
4768897,CY,"PTOLAIMAIDA, KOZANI",Entry_18
4771417,IL,CALIMERA,Entry_17
4776614,DE,"TIRNAVOS, LARISA",Entry_17
4776739,IL,CALIMERA,Entry_17
4777105,IL,CALIMERA,Entry_17
4777241,IL,CALIMERA,Entry_17
4777548,UA,NYK,Entry_10
4777765,NO,Mega derio,Entry_17
4778469,GR,Kassandria,Entry_17
4780658,FR,Lipsi,Entry_41
4780679,IT,Elefsina,Entry_41
4780759,FR,Lipsi,Entry_41
4780831,FR,Lipsi,Entry_41
4782369,FR,Royat,Entry_41
4785834,IT,Spinadesco,Entry_6
4786336,IL,CALIMERA,Entry_17
4786365,AT,Peiraias,Entry_4
4787806,HR,147,Entry_10
4788217,HR,147,Entry_10
4789236,NL,PERAMA,Entry_17
4789268,CH,Peristeri,Entry_33
4789886,CH,Peristeri,Entry_33
4791231,MK,"S. Furka, Dojran",Entry_17
4791382,TN,13,Entry_17
4791674,AL,"VIRONAS, ATHENS",Entry_17
4791794,BG,MT,Entry_33
4792131,IL,CALIMERA,Entry_17
4794001,TN,13,Entry_17
4794746,DE,Bernau,Entry_10
4795020,GB,West Kirby,Entry_17
4795162,BG,MT,Entry_17
4795669,DE,"TIRNAVOS, LARISA",Entry_10
4796028,DE,"TIRNAVOS, LARISA",Entry_17
4796992,GB,Ilioupolis,Entry_17
4797616,DE,"TIRNAVOS, LARISA",Entry_17
4797761,IL,CALIMERA,Entry_17
4797763,IL,CALIMERA,Entry_17
4799228,GB,Evdilos,Entry_17
4800542,GR,Tsoukalades,Entry_17
4801929,CH,Argiroupoli,Entry_17
4802232,RO,Pallini,Entry_34
4802471,KW,FA,Entry_17
4804272,GB,NORTHALLERTON,Entry_17
4804370,IT,Limni keri,Entry_17
4804794,FR,Diellze,Entry_17
4805157,DE,Andrea,Entry_4
4805492,IS,050,Entry_17
4806375,IT,AGHIOS STEFANOS,Entry_4
4806619,PL,Rudniki,Entry_17
4807152,GB,Ebbw Vale,Entry_17
4807342,BG,MT,Entry_33
4808112,DE,PIREAUS,Entry_17
4808366,GB,Ebbw Vale,Entry_17
4809477,BG,MT,Entry_17
4810520,DE,Neustadt,Entry_41
4810590,DE,Neustadt,Entry_41
4810677,DE,Neustadt,Entry_41
4810756,DE,Neustadt,Entry_41
4810824,DE,Neustadt,Entry_41
4810891,DE,Neustadt,Entry_41
4810960,DE,Neustadt,Entry_41
4811001,DE,Neustadt,Entry_41
4811035,DE,Neustadt,Entry_41
4811096,CH,Peristeri,Entry_33
4811147,DE,Neustadt,Entry_41
4811201,DE,Neustadt,Entry_41
4811282,NL,PERAMA,Entry_4
4811284,DE,Neustadt,Entry_41
4811367,DE,Neustadt,Entry_41
4811407,DE,Neustadt,Entry_41
4811445,DE,Neustadt,Entry_41
4811518,DE,Neustadt,Entry_41
4811569,DE,Neustadt,Entry_41
4811625,HR,KI,Entry_17
4811640,DE,Neustadt,Entry_41
4811714,DE,Neustadt,Entry_41
4811778,DE,Neustadt,Entry_41
4811810,CA,THESSALONIKI,Entry_17
4812254,CH,Peristeri,Entry_33
4812976,FR,Diellze,Entry_17
4814418,DE,"TIRNAVOS, LARISA",Entry_17
4814574,IL,CALIMERA,Entry_17
4814796,AL,polykastro,Entry_17
4814941,IL,CALIMERA,Entry_17
4815862,IL,CALIMERA,Entry_10
4815865,DE,VIRONAS,Entry_17
4816158,IL,CALIMERA,Entry_17
4816197,IS,050,Entry_17
4816786,FR,Diellze,Entry_17
4817892,DE,WEISSWASSER O/L,Entry_17
4817988,CL,chios,Entry_17
4819862,AL,PATISIA ATHENS,Entry_17
4821341,LT,ESS,Entry_17
4821737,US,Sifnos,Entry_1
4822803,BG,Polina,Entry_17
4822988,DE,"TIRNAVOS, LARISA",Entry_17
4823095,BG,Polina,Entry_17
4823276,NL,NAOUSSA,Entry_17
4823320,FR,Diellze,Entry_17
4823329,GB,Ebbw Vale,Entry_17
4823639,NL,NAOUSSA,Entry_17
4824428,CZ,Podhorany,Entry_17
4826696,FR,IDF,Entry_17
4827307,CH,Peristeri,Entry_10
4827378,LU,Warken,Entry_17
4827453,MA,11,Entry_10
4827996,BE,koekelare,Entry_4
4828120,AT,KP,Entry_34
4828208,DE,ARTEMIDA,Entry_17
4828209,CZ,Egaleo - Athens,Entry_1
4828555,IL,CALIMERA,Entry_17
4828575,CZ,Podhorany,Entry_17
4829650,IN,KOROPI,Entry_17
4830094,DK,F,Entry_17
4830650,DE,26121 Oldenburg,Entry_17
4830664,FR,Nea Makri,Entry_3
4830760,KW,FA,Entry_39
4830922,BG,Soufli,Entry_17
4831261,BG,MT,Entry_4
4832540,US,LOUTRA EDIPSOS,Entry_4
4833172,GB,Ebbw Vale,Entry_4
4833947,CH,Peristeri,Entry_39
4834106,NL,TB,Entry_17
4834740,DE,"TIRNAVOS, LARISA",Entry_17
4834854,DE,"TIRNAVOS, LARISA",Entry_17
4835799,AL,LIVADHJA,Entry_17
4836186,IL,CALIMERA,Entry_17
4836534,IT,vetralla,Entry_17
4837016,IL,CALIMERA,Entry_17
4837713,NL,TB,Entry_17
4838389,GE,Chios,Entry_17
4838507,NL,TB,Entry_17
4839723,BG,NEOS KOSMOS,Entry_33
4839873,IT,NSW,Entry_17
4840197,DE,26121 Oldenburg,Entry_17
