eb_type,isCtryFlagged,isCtryGrey,eb_prev,prev,num_pos,num_tested,num_arrivals,alpha.post,beta.post,low,up
HU,FALSE,FALSE,0.004050732916385358,0.008012820512820512,5,624,3192,7.320710971325749,1799.9351912169461,0.0019425914365535635,0.006778284254847389
ID,FALSE,FALSE,0.0017551148514331305,0,0,139,566,2.3207109713257488,1319.9351912169461,3.718728721182334e-4,0.003971798780863966
IE,FALSE,FALSE,0.0016317112607900737,0,0,239,4853,2.3207109713257488,1419.9351912169461,3.4570014003688487e-4,0.003692728644320176
IL,TRUE,FALSE,0.0010694827125263073,0,0,781,5813,1.1628787811696812,1086.1653852005416,7.779030802099489e-5,0.003037178661259325
IN,TRUE,FALSE,0.0012802406654970006,0,0,602,3827,1.1628787811696812,907.1653852005416,9.313763883271881e-5,0.0036353243132172157
IQ,TRUE,FALSE,0.00368783554790105,0,0,9,44,1.1628787811696812,314.1653852005416,2.6886958463119944e-4,0.010459411974025223
IR,TRUE,FALSE,0.003641640632337769,0,0,13,64,1.1628787811696812,318.1653852005416,2.6549064789426776e-4,0.01032863026603037
IS,TRUE,FALSE,0.0012446147954616985,0,0,628,26160,1.1628787811696812,933.1653852005416,9.054296719810179e-5,0.00353422435423688
IT,FALSE,FALSE,0.003048090880842761,0.0034139402560455193,12,3515,28207,14.320710971325749,4683.935191216946,0.0018560418492660638,0.004479776353818178
JM,FALSE,FALSE,0.001954684720495697,0,0,4,21,2.3207109713257488,1184.9351912169461,4.142080964004096e-4,0.004423053604118526
JO,TRUE,FALSE,0.003607746856588606,0,0,16,50,1.1628787811696812,321.1653852005416,2.630116586271556e-4,0.010232670304972213
JP,FALSE,FALSE,0.0019383583468530778,0,0,14,94,2.3207109713257488,1194.9351912169461,4.1074435700224796e-4,0.004386140266635917
KE,TRUE,FALSE,0.003699567981698717,0,0,8,40,1.1628787811696812,313.1653852005416,2.6972780052649697e-4,0.010492626528916027
KG,TRUE,FALSE,0.0037838328505928847,0,0,1,2,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
KH,TRUE,FALSE,0.0037593680131293634,0,0,3,10,1.1628787811696812,308.1653852005416,2.741023941156832e-4,0.010661914576228226
KM,TRUE,FALSE,0.003723258235885353,0,0,6,45,1.1628787811696812,311.1653852005416,2.7146077416868256e-4,0.0105596925280379
KN,TRUE,FALSE,0.0037838328505928847,0,0,1,5,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
KP,TRUE,FALSE,0.0037715607584994483,0,0,2,9,1.1628787811696812,307.1653852005416,2.7499439614413684e-4,0.010696429812075303
KR,FALSE,FALSE,0.0019464872994684325,0,0,9,134,2.3207109713257488,1189.9351912169461,4.124689550748399e-4,0.004404519596137034
KW,TRUE,FALSE,0.0021927527913348857,0,0,224,9015,1.1628787811696812,529.1653852005416,1.5965333317408652e-4,0.006223662378183614
KZ,TRUE,FALSE,0.0035744781807062844,0,0,19,51,1.1628787811696812,324.1653852005416,2.6057853566570626e-4,0.01013847698166026
LA,TRUE,FALSE,0.0037838328505928847,0,0,1,12,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
LB,FALSE,FALSE,0.002603956559328668,0.010869565217391304,1,92,2366,3.3207109713257488,1271.9351912169461,7.743396903208897e-4,0.005304631873676148
LC,TRUE,FALSE,0.0037961850664851105,NaN,0,0,3,1.1628787811696812,305.1653852005416,2.7679593117448646e-4,0.010766135052006298
LI,TRUE,FALSE,0.003653080523306882,0,0,12,25,1.1628787811696812,317.1653852005416,2.6632739502866474e-4,0.010361018123059895
LK,TRUE,FALSE,0.0032912135815714796,0,0,47,141,1.1628787811696812,352.1653852005416,2.3986770102909418e-4,0.00933634620006818
LR,TRUE,FALSE,0.0037715607584994483,0,0,2,2,1.1628787811696812,307.1653852005416,2.7499439614413684e-4,0.010696429812075303
LS,TRUE,FALSE,0.0037961850664851105,NaN,0,0,5,1.1628787811696812,305.1653852005416,2.7679593117448646e-4,0.010766135052006298
LT,FALSE,FALSE,0.003185763810763464,0.011560693641618497,2,173,795,4.320710971325749,1351.9351912169461,0.0011480766544883897,0.006045406232354746
LU,FALSE,FALSE,0.003397089175461043,0.007832898172323759,3,383,4145,5.320710971325749,1560.9351912169461,0.0013889843252217575,0.006118607594949186
LV,FALSE,FALSE,0.0018226587187518833,0,0,90,435,2.3207109713257488,1270.9351912169461,3.8619995619151783e-4,0.0041245331584480035
LY,TRUE,FALSE,0.0037961850664851105,NaN,0,0,6,1.1628787811696812,305.1653852005416,2.7679593117448646e-4,0.010766135052006298
MA,FALSE,FALSE,0.0019223024440130948,0,0,24,171,2.3207109713257488,1204.9351912169461,4.073380669753678e-4,0.004349837961828076
MC,FALSE,FALSE,0.0015947098842451627,0,0,272,586,2.3207109713257488,1452.9351912169461,3.3785326709767464e-4,0.003609046540916088
MD,TRUE,FALSE,0.0030900649578268044,0,0,70,247,1.1628787811696812,375.1653852005416,2.2516714441057857e-4,0.008766609272404247
ME,FALSE,FALSE,0.0017644558503517374,0,0,132,363,2.3207109713257488,1312.9351912169461,3.7385417000721844e-4,0.003992921740711034
MG,TRUE,FALSE,0.003664592515580969,0,0,11,41,1.1628787811696812,316.1653852005416,2.671694331931013e-4,0.01039360973676906
MH,TRUE,FALSE,0.0037838328505928847,0,0,1,3,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
MK,TRUE,FALSE,6.504164488869373e-4,4.922874958976042e-4,3,6094,20605,4.162878781169681,6396.165385200542,2.2840581488625273e-4,0.0012473198597019763
ML,TRUE,FALSE,0.0037838328505928847,0,0,1,10,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
MM,TRUE,FALSE,0.0037715607584994483,0,0,2,6,1.1628787811696812,307.1653852005416,2.7499439614413684e-4,0.010696429812075303
MN,FALSE,FALSE,0.001959636398718834,0,0,1,1,2.3207109713257488,1181.9351912169461,4.1525863867918804e-4,0.004434249068929743
MR,TRUE,FALSE,0.003747253847423365,0,0,4,6,1.1628787811696812,309.1653852005416,2.732161601696427e-4,0.010627621369395435
MT*,FALSE,TRUE,0.001217139118419998,0,0,317,3175,0.8663947407507426,710.9624567346941,4.2480281069032835e-5,0.0038347182200525226
MU,TRUE,FALSE,0.0037715607584994483,0,0,2,15,1.1628787811696812,307.1653852005416,2.7499439614413684e-4,0.010696429812075303
MV,TRUE,FALSE,0.0035097482092076213,0,0,25,132,1.1628787811696812,330.1653852005416,2.55844889439326e-4,0.009955198633070483
MW,TRUE,FALSE,0.0037961850664851105,NaN,0,0,2,1.1628787811696812,305.1653852005416,2.7679593117448646e-4,0.010766135052006298
MX,TRUE,FALSE,0.00368783554790105,0,0,9,51,1.1628787811696812,314.1653852005416,2.6886958463119944e-4,0.010459411974025223
MY,TRUE,FALSE,0.003699567981698717,0,0,8,193,1.1628787811696812,313.1653852005416,2.6972780052649697e-4,0.010492626528916027
MZ,TRUE,FALSE,0.0037961850664851105,NaN,0,0,1,1.1628787811696812,305.1653852005416,2.7679593117448646e-4,0.010766135052006298
NA_,TRUE,FALSE,0.0037838328505928847,0,0,1,1,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
NG,TRUE,FALSE,0.006689420697511375,0.058823529411764705,1,17,45,2.162878781169681,321.1653852005416,0.0013126349602567398,0.015437672041890615
NI,TRUE,FALSE,0.0037961850664851105,NaN,0,0,5,1.1628787811696812,305.1653852005416,2.7679593117448646e-4,0.010766135052006298
NL*,FALSE,TRUE,0.0015903215164542444,0.0015532774153463808,10,6438,41271,10.866394740750742,6821.962456734695,8.885818216052513e-4,0.0024570982039139352
NO,FALSE,FALSE,0.001873719798154172,0.001697792869269949,1,589,1677,3.3207109713257488,1768.9351912169461,5.569843182807449e-4,0.003818066049390966
NP,TRUE,FALSE,0.0037715607584994483,0,0,2,7,1.1628787811696812,307.1653852005416,2.7499439614413684e-4,0.010696429812075303
NR,TRUE,FALSE,0.002652986076248555,0,0,132,287,1.1628787811696812,437.1653852005416,1.9324234674740208e-4,0.007528227459415948
NZ,FALSE,FALSE,0.001951397480605781,0,0,6,57,2.3207109713257488,1186.9351912169461,4.135106829261231e-4,0.004415621314749705
OM,TRUE,FALSE,0.0037838328505928847,0,0,1,10,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
PA,TRUE,FALSE,0.003664592515580969,0,0,11,38,1.1628787811696812,316.1653852005416,2.671694331931013e-4,0.01039360973676906
PE,TRUE,FALSE,0.00368783554790105,0,0,9,28,1.1628787811696812,314.1653852005416,2.6886958463119944e-4,0.010459411974025223
PH,TRUE,FALSE,0.005431436144870027,0.007246376811594203,2,276,1934,3.162878781169681,579.1653852005416,0.0015537765897017108,0.011204988504129876
PK,TRUE,FALSE,0.0029341303329891775,0,0,90,395,1.1628787811696812,395.1653852005416,2.1377461163022676e-4,0.00832485904440372
PL,FALSE,FALSE,0.002452008286513962,0.00267379679144385,7,2618,17846,9.320710971325749,3791.935191216946,0.0012972844586237858,0.003902633717348816
PS,TRUE,FALSE,0.0037838328505928847,0,0,1,12,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
PT,FALSE,FALSE,0.0014779189609105499,0,0,387,1346,2.3207109713257488,1567.9351912169461,3.1308776919449643e-4,0.003344895862278443
PW,TRUE,FALSE,0.003747253847423365,0,0,4,7,1.1628787811696812,309.1653852005416,2.732161601696427e-4,0.010627621369395435
QA,TRUE,FALSE,0.003607746856588606,0,0,16,84,1.1628787811696812,321.1653852005416,2.630116586271556e-4,0.010232670304972213
RO*,FALSE,TRUE,3.983737571639093e-4,0,0,1780,17189,0.8663947407507426,2173.962456734694,1.3891871667413264e-5,0.0012556305511242428
RS,TRUE,FALSE,0.0021323262477961264,0.0014124293785310734,1,708,2908,2.162878781169681,1012.1653852005416,4.1720669686512413e-4,0.004930544121472349
RU,TRUE,FALSE,0.005110100316131647,0.005681818181818182,4,704,4034,5.162878781169681,1005.1653852005416,0.002055483776534522,0.00926672871554668
RW,FALSE,FALSE,0.001957983054158304,0,0,2,9,2.3207109713257488,1182.9351912169461,4.1490786631842526e-4,0.004430510955413064
SA,TRUE,FALSE,0.002941552343000394,0,0,89,244,1.1628787811696812,394.1653852005416,2.1431678909575246e-4,0.008345886548976833
SB,TRUE,FALSE,0.0037593680131293634,0,0,3,5,1.1628787811696812,308.1653852005416,2.741023941156832e-4,0.010661914576228226
SC,TRUE,FALSE,0.0037715607584994483,0,0,2,58,1.1628787811696812,307.1653852005416,2.7499439614413684e-4,0.010696429812075303
SD,TRUE,FALSE,0.0037961850664851105,NaN,0,0,9,1.1628787811696812,305.1653852005416,2.7679593117448646e-4,0.010766135052006298
SE,FALSE,FALSE,0.0030900716847065204,0.009302325581395349,2,215,1462,4.320710971325749,1393.9351912169461,0.0011135448661392028,0.0058640058128824075
SE*,FALSE,TRUE,0.0010231048921410836,0,0,452,4044,0.8663947407507426,845.9624567346941,3.570079785416634e-5,0.0032237072783131166
SG,TRUE,FALSE,0.0034991871207008646,0,0,26,215,1.1628787811696812,331.1653852005416,2.550726184034039e-4,0.009925294537536211
SI,FALSE,FALSE,0.0013017107142830574,9.363295880149813e-4,2,2136,7131,4.320710971325749,3314.935191216946,4.68721334155088e-4,0.002471725870743718
SK,FALSE,FALSE,0.0022850146118969933,0.003703703703703704,1,270,895,3.3207109713257488,1449.9351912169461,6.79386808055546e-4,0.004655450674348211
SL,TRUE,FALSE,0.0037593680131293634,0,0,3,3,1.1628787811696812,308.1653852005416,2.741023941156832e-4,0.010661914576228226
SM,FALSE,FALSE,0.0019238960548219836,0,0,23,69,2.3207109713257488,1203.9351912169461,4.076761515245758e-4,0.004353441128592129
SN,TRUE,FALSE,0.0033193975500372093,0,0,44,454,1.1628787811696812,349.1653852005416,2.4192789507691066e-4,0.00941616588791927
SO,TRUE,FALSE,0.003653080523306882,0,0,12,50,1.1628787811696812,317.1653852005416,2.6632739502866474e-4,0.010361018123059895
SR,TRUE,FALSE,0.0037838328505928847,0,0,1,3,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
SS,TRUE,FALSE,0.0037961850664851105,NaN,0,0,11,1.1628787811696812,305.1653852005416,2.7679593117448646e-4,0.010766135052006298
SV,TRUE,FALSE,0.0037961850664851105,NaN,0,0,9,1.1628787811696812,305.1653852005416,2.7679593117448646e-4,0.010766135052006298
SY,TRUE,FALSE,0.0032726886629810413,0,0,49,165,1.1628787811696812,354.1653852005416,2.38513621699614e-4,0.009283880646799414
SZ,TRUE,FALSE,0.0037838328505928847,0,0,1,5,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
TD,TRUE,FALSE,0.0075247825383146245,0.017543859649122806,2,114,1257,3.162878781169681,417.1653852005416,0.0021549564194596397,0.015511259150092438
TG,TRUE,FALSE,0.0034991871207008646,0,0,26,185,1.1628787811696812,331.1653852005416,2.550726184034039e-4,0.009925294537536211
TH,FALSE,FALSE,0.0019335134841617489,0,0,17,74,2.3207109713257488,1197.9351912169461,4.097165032220628e-4,0.004375186111100988
TM,TRUE,FALSE,0.0037838328505928847,0,0,1,1,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
TN,FALSE,FALSE,0.001763115339097491,0,0,133,247,2.3207109713257488,1313.9351912169461,3.735698358462673e-4,0.003989890429941208
TO,TRUE,FALSE,0.0037838328505928847,0,0,1,3,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
TR,TRUE,FALSE,0.0034797529337957833,0.003449357165255566,11,3189,12642,12.162878781169681,3483.1653852005416,0.002018233583473031,0.005262886546284853
TR_NEA SMIRNI,TRUE,FALSE,0.002919398110356219,0,0,92,4805,1.1628787811696812,397.1653852005416,2.1269844485711858e-4,0.008283120313207215
TT,TRUE,FALSE,0.0037715607584994483,0,0,2,2,1.1628787811696812,307.1653852005416,2.7499439614413684e-4,0.010696429812075303
TZ,TRUE,FALSE,0.003618974461692133,0,0,15,137,1.1628787811696812,320.1653852005416,2.638328284809313e-4,0.010264458226469153
UA,TRUE,FALSE,0.0034026116192032597,0.0033030553261767133,4,1211,18282,5.162878781169681,1512.1653852005416,0.0013677367097868222,0.006173636421541136
UG,TRUE,FALSE,0.0037838328505928847,0,0,1,8,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
US,FALSE,FALSE,0.0019147756493927447,0.0018148820326678765,1,551,18032,3.3207109713257488,1730.9351912169461,5.692003801987142e-4,0.00390166606103589
UY,FALSE,FALSE,0.0019563324970984434,0,0,3,13,2.3207109713257488,1183.9351912169461,4.1455768605814033e-4,0.004426779139108985
UZ,TRUE,FALSE,0.0037961850664851105,NaN,0,0,11,1.1628787811696812,305.1653852005416,2.7679593117448646e-4,0.010766135052006298
VA,FALSE,FALSE,0.0019367406971145592,0,0,15,30,2.3207109713257488,1195.9351912169461,4.1040116653827705e-4,0.004382482791897693
VC,TRUE,FALSE,0.0037961850664851105,NaN,0,0,8,1.1628787811696812,305.1653852005416,2.7679593117448646e-4,0.010766135052006298
VE,TRUE,FALSE,0.00355263785358497,0,0,21,55,1.1628787811696812,326.1653852005416,2.5898131021846683e-4,0.010076638953434802
VN,TRUE,FALSE,0.003711375304583303,0,0,7,37,1.1628787811696812,312.1653852005416,2.70591512715755e-4,0.01052605270395679
WS,TRUE,FALSE,0.0037838328505928847,0,0,1,8,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
XK,TRUE,FALSE,0.0034991871207008646,0,0,26,152,1.1628787811696812,331.1653852005416,2.550726184034039e-4,0.009925294537536211
YE,TRUE,FALSE,0.0037838328505928847,0,0,1,12,1.1628787811696812,306.1653852005416,2.758922227514953e-4,0.0107311692401868
ZA,TRUE,FALSE,0.003630272167416592,0,0,14,65,1.1628787811696812,319.1653852005416,2.6465914207602986e-4,0.010296444260877946
ZM,TRUE,FALSE,0.003735217504177499,0,0,5,13,1.1628787811696812,310.1653852005416,2.7233563853783335e-4,0.010593548056068713
ZW,TRUE,FALSE,0.002593810996527131,0,0,142,402,1.1628787811696812,447.1653852005416,1.8892204505057265e-4,0.007360524638480914
NL,FALSE,FALSE,0.0019612925378473985,NaN,0,0,0,2.3207109713257488,1180.9351912169461,4.15610004643426e-4,0.004437993495611705
